objectid,park_no,park,facility_n,facility_t,gisobjid,Park_Name,Park_Address,ward,schema:name,schema:identifier,Chicago_Park_ID,geometry,omeka_id_community_area,dcterms:isPartOf
9,259,ABBOTT (ROBERT),Playground,OUTDOOR,1436,Abbott Park,"49 E 95th St Chicago, IL 60628",Chicago_Ward_9,Abbott Park - Playground,Chicago_Park_Facility_9,Chicago_Park_259,"c(448316.840947501, 4618981.96009474)",7350,7266
27,45,ADA (SAWYER GARRETT),Playground,OUTDOOR,1454,Ada Park,"11250 S Ada St Chicago, IL 60643",Chicago_Ward_34,Ada Park - Playground,Chicago_Park_Facility_27,Chicago_Park_45,"c(445474.60273157, 4615460.09864917)",7377,7227
35,1019,ADAMS (GEORGE & ADELE),Playground,OUTDOOR,1462,Adams (George & Adele) Park,"1919 N Seminary Ave Chicago, IL 60614",Chicago_Ward_43,Adams (George & Adele) Park - Playground,Chicago_Park_Facility_35,Chicago_Park_1019,"c(445676.175695973, 4640756.11825299)",7371,7239
37,1280,AIELLO (JOHN),Playground Park,OUTDOOR,1464,Aiello Park,"2133 N Mcvicker Ave Chicago, IL 60639",Chicago_Ward_36,Aiello Park - Playground Park,Chicago_Park_Facility_37,Chicago_Park_1280,"c(435622.477075911, 4641091.10007265)",7322,7297
38,1161,ALGONQUIN,Playground Park,OUTDOOR,1465,Algonquin Park,"2941 N Washtenaw Ave Chicago, IL 60618",Chicago_Ward_33,Algonquin Park - Playground Park,Chicago_Park_Facility_38,Chicago_Park_1161,"c(442390.001927947, 4642815.34799964)",7325,7216
46,206,ALTGELD (JOHN),Playground,OUTDOOR,1473,Altgeld Park,"515 S Washtenaw Ave Chicago, IL 60612",Chicago_Ward_28,Altgeld Park - Playground,Chicago_Park_Facility_46,Chicago_Park_206,"c(442468.652428677, 4636096.31301535)",7331,7209
54,129,AMUNDSEN (ROALD),Playground,OUTDOOR,1481,Amundsen Park,"6200 W Bloomingdale Ave Chicago, IL 60639",Chicago_Ward_29,Amundsen Park - Playground,Chicago_Park_Facility_54,Chicago_Park_129,"c(435352.073784084, 4640456.27016472)",7329,7294
60,1020,ANDERSON (LOUIS),Playground,OUTDOOR,1487,Anderson (Louis) Park,"3748 S Prairie Ave Chicago, IL 60653",Chicago_Ward_3,Anderson (Louis) Park - Playground,Chicago_Park_Facility_60,Chicago_Park_1020,"c(448460.082331473, 4630633.96745486)",7304,7235
62,1078,ANDERSONVILLE,Playground Park,OUTDOOR,1489,Andersonville Park,"5233 N Ashland Ave Chicago, IL 60640",Chicago_Ward_40,Andersonville Park - Playground Park,Chicago_Park_Facility_62,Chicago_Park_1078,"c(444551.678677239, 4647455.72168981)",7379,7246
73,250,ARCHER (WILLIAM BEATTY),Playground,OUTDOOR,1500,Archer Park,"4901 S Kilbourn Ave Chicago, IL 60632",Chicago_Ward_14,Archer Park - Playground,Chicago_Park_Facility_73,Chicago_Park_250,"c(439005.912625293, 4628232.01618493)",7359,7282
86,3,ARMOUR (PHILIP) SQUARE,Playground,OUTDOOR,1513,Armour Square Park,"3309 S Shields Ave Chicago, IL 60616",Chicago_Ward_11,Armour Square Park - Playground,Chicago_Park_Facility_86,Chicago_Park_3,"c(447357.977968037, 4631573.67968264)",7338,7212
98,492,ARMSTRONG (LILLIAN HARDIN),Playground,OUTDOOR,1525,Armstrong Park,"4433 S St Lawrence Chicago, IL 60653",Chicago_Ward_3,Armstrong Park - Playground,Chicago_Park_Facility_98,Chicago_Park_492,"c(449358.171317364, 4629279.95156373)",7307,7204
101,459,ASHE (ARTHUR) BEACH,Playground,OUTDOOR,1528,Ashe Beach Park,"2701 E 74th St Chicago, IL 60649",Chicago_Ward_7,Ashe Beach Park - Playground,Chicago_Park_Facility_101,Chicago_Park_459,"c(453631.857741562, 4623565.99544842)",7342,7263
104,427,ASHMORE,Playground Park,OUTDOOR,1531,Ashmore Park,"4807 W Gunnison St Chicago, IL 60630",Chicago_Ward_45,Ashmore Park - Playground Park,Chicago_Park_Facility_104,Chicago_Park_427,"c(438006.374567284, 4646567.71872746)",7315,7254
105,321,ASPEN,Playground Park,OUTDOOR,1532,Aspen Park,"4237 S Wabash Ave Chicago, IL 60653",Chicago_Ward_3,Aspen Park - Playground Park,Chicago_Park_Facility_105,Chicago_Park_321,"c(448158.672547934, 4629660.67635118)",7307,7204
106,343,ASTER,Playground Park,OUTDOOR,1533,Aster Park,"4639 N Kenmore Ave Chicago, IL 60640",Chicago_Ward_46,Aster Park - Playground Park,Chicago_Park_Facility_106,Chicago_Park_343,"c(445655.507973588, 4646277.75940857)",7334,7260
111,80,ATHLETIC FIELD,Playground,OUTDOOR,1538,Athletic Field Park,"3546 W Addison St Chicago, IL 60618",Chicago_Ward_35,Athletic Field Park - Playground,Chicago_Park_Facility_111,Chicago_Park_80,"c(440595.636204927, 4644134.43843433)",7319,7257
114,1021,AUGUSTA (CARPENTER),Playground,OUTDOOR,1541,Augusta Park,"4431 W Augusta Blvd Chicago, IL 60651",Chicago_Ward_37,Augusta Park - Playground,Chicago_Park_Facility_114,Chicago_Park_1021,"c(438814.499190252, 4638776.47952848)",7327,7208
115,1204,AUSTIN (HENRY),Playground,OUTDOOR,1542,Austin Park,"5951 W Lake St Chicago, IL 60644",Chicago_Ward_29,Austin Park - Playground,Chicago_Park_Facility_115,Chicago_Park_1204,"c(435916.265008491, 4637596.64399871)",7329,7298
120,285,AUSTIN FOSTER,Playground,OUTDOOR,1547,Austin Foster Park,"6020 W Foster Ave Chicago, IL 60630",Chicago_Ward_45,Austin Foster Park - Playground,Chicago_Park_Facility_120,Chicago_Park_285,"c(435463.031977995, 4647390.0159248)",7314,7253
125,207,AUSTIN TOWN HALL,Playground,OUTDOOR,1552,Austin Town Hall Park,"5610 W Lake St Chicago, IL 60644",Chicago_Ward_29,Austin Town Hall Park - Playground,Chicago_Park_Facility_125,Chicago_Park_207,"c(436491.531658504, 4637673.69520782)",7329,7298
138,29,AVALON,Playground,OUTDOOR,1565,Avalon Park,"1215 E 83rd St Chicago, IL 60619",Chicago_Ward_8,Avalon Park - Playground,Chicago_Park_Facility_138,Chicago_Park_29,"c(450537.352659516, 4621414.19962557)",7344,7213
152,81,AVONDALE,Playground,OUTDOOR,1579,Avondale Park,"3516 W School St Chicago, IL 60618",Chicago_Ward_35,Avondale Park - Playground,Chicago_Park_Facility_152,Chicago_Park_81,"c(440693.292733574, 4643531.43332169)",7325,7216
156,1063,BACK OF THE YARDS,Playground,OUTDOOR,1583,Back of the Yards Park,"4920 S Throop St Chicago, IL 60609",Chicago_Ward_20,Back of the Yards Park - Playground,Chicago_Park_Facility_156,Chicago_Park_1063,"c(445309.368131828, 4628269.62073113)",7362,7222
159,295,BARAGA (FREDERICK),Playground Park,OUTDOOR,1586,Baraga Park,"2440 S Leavitt St Chicago, IL 60608",Chicago_Ward_25,Baraga Park - Playground Park,Chicago_Park_Facility_159,Chicago_Park_295,"c(443453.490539482, 4633029.54177009)",7336,7280
160,1205,BARNARD (ERASTUS),Playground,OUTDOOR,1587,Barnard Park,"10441 S Longwood Dr Chicago, IL 60643",Chicago_Ward_19,Barnard Park - Playground,Chicago_Park_Facility_160,Chicago_Park_1205,"c(444267.380535176, 4617068.56172754)",7374,7275
162,1022,BARRETT (JOHN),Playground,OUTDOOR,1589,Barrett Park,"2022 W Cermak Rd Chicago, IL 60608",Chicago_Ward_25,Barrett Park - Playground,Chicago_Park_Facility_162,Chicago_Park_1022,"c(443843.789231187, 4633603.57288403)",7336,7280
163,542,BARTELME (MARY),Playground,OUTDOOR,1590,Bartelme Park,"115 S. Sangamon St Chicago, IL 60602",Chicago_Ward_25,Bartelme Park - Playground,Chicago_Park_Facility_163,Chicago_Park_542,"c(446075.851250882, 4636641.80139622)",7332,7244
165,365,BAULER (MATHIAS),Playground,OUTDOOR,1592,Bauler Park,"517 W Wisconsin St Chicago, IL 60614",Chicago_Ward_43,Bauler Park - Playground,Chicago_Park_Facility_165,Chicago_Park_365,"c(446798.202244873, 4640675.68285961)",7371,7296
166,328,BEEHIVE,Playground Park,OUTDOOR,1593,Beehive Park,"6156 S Dorchester Ave Chicago, IL 60637",Chicago_Ward_20,Beehive Park - Playground Park,Chicago_Park_Facility_166,Chicago_Park_328,"c(450831.435934388, 4625803.2453052)",7312,7247
168,1003,BEILFUSS (ALBERT W.),Playground,OUTDOOR,1595,Beilfuss Park,"1725 N Springfield Ave Chicago, IL 60647",Chicago_Ward_26,Beilfuss Park - Playground,Chicago_Park_Facility_168,Chicago_Park_1003,"c(439995.790579249, 4640306.02825747)",7327,7208
172,121,"BELL (GEORGE,JR.)",Playground,OUTDOOR,1599,Bell Park,"3020 N Oak Park Ave Chicago, IL 60634",Chicago_Ward_36,Bell Park - Playground,Chicago_Park_Facility_172,Chicago_Park_121,"c(433975.870505048, 4642878.05468145)",7321,7295
179,1255,BERGER (ALBERT),Playground,OUTDOOR,1606,Berger Park,"6227 N Sheridan Rd Chicago, IL 60660",Chicago_Ward_48,Berger Park - Playground,Chicago_Park_Facility_179,Chicago_Park_1255,"c(445754.515454211, 4649486.26876755)",7379,7237
192,12,BESSEMER (HENRY),Playground,OUTDOOR,1619,Bessemer Park,"8930 S Muskegon Ave Chicago, IL 60617",Chicago_Ward_7,Bessemer Park - Playground,Chicago_Park_Facility_192,Chicago_Park_12,"c(453747.479607173, 4620210.15735938)",7345,7265
206,254,BEVERLY,Playground,OUTDOOR,1633,Beverly Park,"2460 W 102nd St Chicago, IL 60655",Chicago_Ward_19,Beverly Park - Playground,Chicago_Park_Facility_206,Chicago_Park_254,"c(443010.079047649, 4617761.0962162)",7374,7275
215,322,BIRCH,Playground Park,OUTDOOR,1642,Birch Park,"427 E 45th St Chicago, IL 60653",Chicago_Ward_3,Birch Park - Playground Park,Chicago_Park_Facility_215,Chicago_Park_322,"c(448897.563477579, 4629178.62059206)",7307,7204
216,1083,BIXLER (RAY),Playground Park,OUTDOOR,1643,Bixler Park,"5641 S Kenwood Ave Chicago, IL 60637",Chicago_Ward_5,Bixler Park - Playground Park,Chicago_Park_Facility_216,Chicago_Park_1083,"c(450736.272226867, 4626842.78780084)",7311,7278
225,122,BLACKHAWK,Playground,OUTDOOR,1653,Blackhawk Park,"2318 N Lavergne Ave Chicago, IL 60639",Chicago_Ward_36,Blackhawk Park - Playground,Chicago_Park_Facility_225,Chicago_Park_122,"c(437663.706844128, 4641519.06924244)",7322,7297
235,373,"BLACKWELDER (I.S., GERTRUDE)",Playground,OUTDOOR,1663,Blackwelder Park,"1800 W 115th St Chicago, IL 60643",Chicago_Ward_34,Blackwelder Park - Playground,Chicago_Park_Facility_235,Chicago_Park_373,"c(444148.017715724, 4614957.36555578)",7377,7227
244,264,BOGAN (WILLIAM),Playground,OUTDOOR,1672,Bogan Park,"3939 W 79th St Chicago, IL 60652",Chicago_Ward_18,Bogan Park - Playground,Chicago_Park_Facility_244,Chicago_Park_264,"c(440160.540202147, 4621780.08537174)",7372,7225
249,496,"BOLER (LEO ROSCOE, SR.)",Playground,OUTDOOR,1677,Boler Park,"3601 W Arthington St Chicago, IL 60624",Chicago_Ward_24,Boler Park - Playground,Chicago_Park_Facility_249,Chicago_Park_496,"c(440440.625242371, 4635592.31607829)",7331,7209
254,1024,BOSLEY (WILLIAM),Playground,OUTDOOR,1682,Bosley Park,"3044 S Bonfield St Chicago, IL 60608",Chicago_Ward_11,Bosley Park - Playground,Chicago_Park_Facility_254,Chicago_Park_1024,"c(445748.858565146, 4632065.37712971)",7361,7287
256,340,BOSWELL (ARNITA YOUNG),Playground Park,OUTDOOR,1684,Boswell Park,"6646 S University Ave Chicago, IL 60637",Chicago_Ward_5,Boswell Park - Playground Park,Chicago_Park_Facility_256,Chicago_Park_340,"c(450233.476451979, 4624829.36747218)",7312,7247
261,1004,BRADLEY (JOSEPHINE),Playground,OUTDOOR,1689,Bradley Park,"9729 S Yates Ave Chicago, IL 60617",Chicago_Ward_10,Bradley Park - Playground,Chicago_Park_Facility_261,Chicago_Park_1004,"c(453059.262463956, 4618648.00704394)",7353,7268
271,177,BRAINERD,Playground,OUTDOOR,1699,Brainerd Park,"1246 W 92nd St Chicago, IL 60620",Chicago_Ward_21,Brainerd Park - Playground,Chicago_Park_Facility_271,Chicago_Park_177,"c(445504.006892105, 4619752.72510535)",7375,7276
283,187,BRANDS,Playground,OUTDOOR,1711,Brands Park,"3285 N Elston Ave Chicago, IL 60618",Chicago_Ward_33,Brands Park - Playground,Chicago_Park_Facility_283,Chicago_Park_187,"c(441958.200649279, 4643457.9417961)",7325,7216
288,426,BRIGHTON,Playground,OUTDOOR,1716,Brighton Park,"3501 S Richmond St Chicago, IL 60632",Chicago_Ward_12,Brighton Park - Playground,Chicago_Park_Facility_288,Chicago_Park_426,"c(442023.189760214, 4631051.53751742)",7360,7283
292,435,BROMANN (CHARLES),Playground Park,OUTDOOR,1720,Bromann Park,"5400 N Broadway Chicago, IL 60640",Chicago_Ward_48,Bromann Park - Playground Park,Chicago_Park_Facility_292,Chicago_Park_435,"c(445291.770450299, 4647779.70144999)",7379,7237
294,487,BRONCHO BILLY,Playground,OUTDOOR,1722,Broncho Billy Park,"4437 N Magnolia Ave Chicago, IL 60640",Chicago_Ward_46,Broncho Billy Park - Playground,Chicago_Park_Facility_294,Chicago_Park_487,"c(445257.211181403, 4645867.82885803)",7334,7260
296,362,BROOKS (GWENDOLYN),Playground,OUTDOOR,1724,Brooks (Gwendolyn) Park,"4542 S Greenwood Ave Chicago, IL 60653",Chicago_Ward_4,Brooks (Gwendolyn) Park - Playground,Chicago_Park_Facility_296,Chicago_Park_362,"c(450165.986890751, 4629085.428422)",7308,7251
304,61,BROOKS (OSCAR),Playground,OUTDOOR,1732,Brooks (Oscar) Park,"7046 N Harlem Ave Chicago, IL 60631",Chicago_Ward_41,Brooks (Oscar) Park - Playground,Chicago_Park_Facility_304,Chicago_Park_61,"c(433148.398812401, 4651155.64738987)",7380,7277
311,289,BROWN (SIDNEY) MEML.,Playground,OUTDOOR,1739,Brown Memorial Park,"644 E 86th St Chicago, IL 60619",Chicago_Ward_6,Brown Memorial Park - Playground,Chicago_Park_Facility_311,Chicago_Park_289,"c(449368.324582302, 4621090.28430812)",7343,7264
315,1141,BRYNFORD,Playground Park,OUTDOOR,1743,Brynford Park,"5640 N Pulaski Rd Chicago, IL 60646",Chicago_Ward_39,Brynford Park - Playground Park,Chicago_Park_Facility_315,Chicago_Park_1141,"c(439621.546752176, 4648256.61585791)",7316,7255
318,1084,BUENA CIRCLE,Playground Park,OUTDOOR,1746,Buena Circle Park,"1049  W Buena Chicago, IL 60613",Chicago_Ward_46,Buena Circle Park - Playground Park,Chicago_Park_Facility_318,Chicago_Park_1084,"c(445584.570333277, 4645366.63870919)",7334,7260
327,27,BURNHAM (DANIEL),Playground,OUTDOOR,1755,Burnham Park,"425 E Mcfetridge Dr Chicago, IL 60616",Chicago_Ward_0,Burnham Park - Playground 1,Chicago_Park_Facility_327,Chicago_Park_27,"c(448981.106570191, 4634930.62441925)",7337,7236
328,27,BURNHAM (DANIEL),Playground,OUTDOOR,1756,Burnham Park,"425 E Mcfetridge Dr Chicago, IL 60616",Chicago_Ward_0,Burnham Park - Playground 2,Chicago_Park_Facility_328,Chicago_Park_27,"c(449639.584317088, 4631931.16599617)",7304,7235
329,27,BURNHAM (DANIEL),Playground,OUTDOOR,1757,Burnham Park,"425 E Mcfetridge Dr Chicago, IL 60616",Chicago_Ward_0,Burnham Park - Playground 3,Chicago_Park_Facility_329,Chicago_Park_27,"c(450634.945485975, 4629628.06426646)",7305,7242
330,27,BURNHAM (DANIEL),Playground,OUTDOOR,1758,Burnham Park,"425 E Mcfetridge Dr Chicago, IL 60616",Chicago_Ward_0,Burnham Park - Playground 4,Chicago_Park_Facility_330,Chicago_Park_27,"c(451033.801818695, 4628829.3312739)",7308,7251
331,27,BURNHAM (DANIEL),Playground,OUTDOOR,1759,Burnham Park,"425 E Mcfetridge Dr Chicago, IL 60616",Chicago_Ward_0,Burnham Park - Playground 5,Chicago_Park_Facility_331,Chicago_Park_27,"c(451790.027526071, 4627383.48388046)",7311,7278
337,363,BURNSIDE (AMBROSE),Playground,OUTDOOR,1765,Burnside Park,"9400 S Greenwood Ave Chicago, IL 60619",Chicago_Ward_8,Burnside Park - Playground,Chicago_Park_Facility_337,Chicago_Park_363,"c(450290.04816169, 4619394.5395793)",7346,7214
339,385,BUTTERCUP,Playground,OUTDOOR,1767,Buttercup Park,"4913 N Sheridan Rd Chicago, IL 60640",Chicago_Ward_48,Buttercup Park - Playground,Chicago_Park_Facility_339,Chicago_Park_385,"c(445778.064053041, 4646861.55198059)",7334,7260
340,1272,BUTTERNUT,Playground Park,OUTDOOR,1768,Butternut Park,"5324 S Woodlawn Ave Chicago, IL 60615",Chicago_Ward_5,Butternut Park - Playground Park,Chicago_Park_Facility_340,Chicago_Park_1272,"c(450392.051230933, 4627588.81078201)",7311,7278
346,189,CALIFORNIA,Playground,OUTDOOR,1774,California Park,"3843 N California Ave Chicago, IL 60618",Chicago_Ward_33,California Park - Playground,Chicago_Park_Facility_346,Chicago_Park_189,"c(442171.344462683, 4644494.23098589)",7319,7257
371,11,CALUMET,Playground,OUTDOOR,1799,Calumet Park,"9801 S Avenue G Chicago, IL 60617",Chicago_Ward_10,Calumet Park - Playground,Chicago_Park_Facility_371,Chicago_Park_11,"c(455907.625212426, 4618356.25730852)",7354,7219
392,1085,CARMEN,Playground Park,OUTDOOR,1820,Carmen Park,"1224 W Carmen Ave Chicago, IL 60640",Chicago_Ward_47,Carmen Park - Playground Park,Chicago_Park_Facility_392,Chicago_Park_1085,"c(445239.764104544, 4647201.06933907)",7334,7260
393,1086,CARPENTER (PHILO),Playground Park,OUTDOOR,1821,Carpenter Park,"6155 S Carpenter St Chicago, IL 60621",Chicago_Ward_16,Carpenter Park - Playground Park,Chicago_Park_Facility_393,Chicago_Park_1086,"c(445939.67703257, 4625741.12320387)",7369,7223
402,255,CARVER (GEORGE WASHINGTON),Playground,OUTDOOR,1830,Carver Park,"939 E 132nd St Chicago, IL 60627",Chicago_Ward_9,Carver Park - Playground 1,Chicago_Park_Facility_402,Chicago_Park_255,"c(450041.595675918, 4611683.42344488)",7356,7232
403,255,CARVER (GEORGE WASHINGTON),Playground,OUTDOOR,1831,Carver Park,"939 E 132nd St Chicago, IL 60627",Chicago_Ward_9,Carver Park - Playground 2,Chicago_Park_Facility_403,Chicago_Park_255,"c(450278.811068923, 4611471.47963926)",7356,7232
407,372,CATALPA,Playground Park,OUTDOOR,1835,Catalpa Park,"4330 S Kedvale Ave Chicago, IL 60632",Chicago_Ward_14,Catalpa Park - Playground Park,Chicago_Park_Facility_407,Chicago_Park_372,"c(439538.285099066, 4629410.27761528)",7359,7282
409,1279,CEDAR,Playground Park,OUTDOOR,1837,Cedar Park,"5315 N Winthrop Ave Chicago, IL 60640",Chicago_Ward_48,Cedar Park - Playground Park,Chicago_Park_Facility_409,Chicago_Park_1279,"c(445543.280284161, 4647616.07778694)",7379,7237
411,1087,CENTRAL,Playground Park,OUTDOOR,1839,Central Park,"721 N Central Park Ave Chicago, IL 60624",Chicago_Ward_27,Central Park - Playground Park,Chicago_Park_Facility_411,Chicago_Park_1087,"c(440612.882988176, 4638299.55738283)",7327,7208
419,103,CHASE (SALMON),Playground,OUTDOOR,1847,Chase Park,"4725 N Ashland Av Chicago, IL 60640",Chicago_Ward_47,Chase Park - Playground,Chicago_Park_Facility_419,Chicago_Park_103,"c(444570.534906047, 4646358.76284454)",7334,7260
426,1275,CHESTNUT,Playground Park,OUTDOOR,1854,Chestnut Park,"7005 S Dante Ave Chicago, IL 60637",Chicago_Ward_5,Chestnut Park - Playground Park,Chicago_Park_Facility_426,Chicago_Park_1275,"c(451031.349841753, 4624144.68138177)",7342,7263
19574,550,CHICAGO WOMEN'S PARK AND GARDENS,Playground,INDOOR,6093,Chicago Women's Park,"1801 S Indiana Ave Chicago, IL 60616",Chicago_Ward_3,Chicago Women's Park - Playground,Chicago_Park_Facility_19574,Chicago_Park_550,"c(448378.753704109, 4634159.43590045)",7337,7271
430,167,CHIPPEWA,Playground,OUTDOOR,1858,Chippewa Park,"6758 N Sacramento Ave Chicago, IL 60645",Chicago_Ward_50,Chippewa Park - Playground,Chicago_Park_Facility_430,Chicago_Park_167,"c(441602.728415769, 4650514.63432349)",7323,7259
438,146,CHOPIN (FREDERIC),Playground,OUTDOOR,1866,Chopin Park,"3420 N Long Ave Chicago, IL 60641",Chicago_Ward_30,Chopin Park - Playground,Chicago_Park_Facility_438,Chicago_Park_146,"c(436802.117083924, 4643706.45385947)",7318,7248
447,1089,CHRISTIANA,Playground Park,OUTDOOR,1875,Christiana Park,"1533 S Christiana Ave Chicago, IL 60623",Chicago_Ward_24,Christiana Park - Playground Park,Chicago_Park_Facility_447,Chicago_Park_1089,"c(441167.885478511, 4634453.48720104)",7333,7210
450,400,CLAREMONT,Playground,OUTDOOR,1878,Claremont Park,"2342 W Flournoy St Chicago, IL 60612",Chicago_Ward_28,Claremont Park - Playground,Chicago_Park_Facility_450,Chicago_Park_400,"c(443156.650180941, 4635932.33793307)",7332,7250
458,1002,CLARENDON COMM. CTR.,Playground,OUTDOOR,1886,Clarendon Community Center Park,"4501 N Clarendon Ave Chicago, IL 60640",Chicago_Ward_46,Clarendon Community Center Park - Playground,Chicago_Park_Facility_458,Chicago_Park_1002,"c(446162.437986303, 4645881.01275497)",7334,7260
467,1026,CLARK (JOHN),Playground,OUTDOOR,1895,Clark (John) Park,"4615 W Jackson Blvd Chicago, IL 60644",Chicago_Ward_28,Clark (John) Park - Playground,Chicago_Park_Facility_467,Chicago_Park_1026,"c(438545.064496506, 4636347.99992119)",7329,7298
482,1277,CLOVER,Playground Park,OUTDOOR,1910,Clover Park,"2210 N Southport Ave Chicago, IL 60614",Chicago_Ward_2,Clover Park - Playground Park,Chicago_Park_Facility_482,Chicago_Park_1277,"c(444982.8546319, 4641346.01660377)",7371,7239
484,1091,CLYBOURN (ARCHIBALD),Playground Park,OUTDOOR,1912,Clybourn Park,"1755 N Clybourn Ave Chicago, IL 60614",Chicago_Ward_2,Clybourn Park - Playground Park,Chicago_Park_Facility_484,Chicago_Park_1091,"c(445898.270244898, 4640355.05202609)",7371,7239
485,420,COCHRAN (JOHN),Playground Park,OUTDOOR,1913,Cochran Park,"5554 N Magnolia Ave Chicago, IL 60640",Chicago_Ward_48,Cochran Park - Playground Park,Chicago_Park_Facility_485,Chicago_Park_420,"c(445182.065755253, 4648144.25267626)",7379,7246
491,270,COLE (NAT KING),Playground,OUTDOOR,1919,Cole Park,"361 E 85th St Chicago, IL 60619",Chicago_Ward_6,Cole Park - Playground,Chicago_Park_Facility_491,Chicago_Park_270,"c(448780.189190621, 4621059.23211678)",7343,7264
493,292,COLEMAN (BESSIE),Playground Park,OUTDOOR,1921,Coleman Park,"900 E 54th Pl Chicago, IL 60615",Chicago_Ward_5,Coleman Park - Playground Park,Chicago_Park_Facility_493,Chicago_Park_292,"c(449865.99996681, 4627347.55479739)",7311,7278
4535,507,COLISEUM,Playground,OUTDOOR,5664,Coliseum Park,"1466 S Wabash Av Chicago, IL 60605",Chicago_Ward_3,Coliseum Park - Playground,Chicago_Park_Facility_4535,Chicago_Park_507,"c(448021.812311856, 4634650.60606153)",7337,7271
513,209,COLUMBUS (CHRISTOPHER),Playground,OUTDOOR,1941,Columbus Park,"500 S Central Ave Chicago, IL 60644",Chicago_Ward_29,Columbus Park - Playground 1,Chicago_Park_Facility_513,Chicago_Park_209,"c(436462.727593106, 4636169.86682811)",7329,7298
3192,209,COLUMBUS (CHRISTOPHER),Playground,OUTDOOR,4620,Columbus Park,"500 S Central Ave Chicago, IL 60644",Chicago_Ward_29,Columbus Park - Playground 2,Chicago_Park_Facility_3192,Chicago_Park_209,"c(436191.674267092, 4636453.46348225)",7329,7298
526,1006,COMMERCIAL CLUB PGD. OF CHICAGO,Playground,OUTDOOR,1954,Commercial Club Park,"1845 W Rice St Chicago, IL 60622",Chicago_Ward_1,Commercial Club Park - Playground,Chicago_Park_Facility_526,Chicago_Park_1006,"c(444101.072172943, 4638514.93389378)",7328,7285
531,287,COOPER (JACK),Playground,OUTDOOR,1959,Cooper Park,"1332 W 117th St Chicago, IL 60643",Chicago_Ward_34,Cooper Park - Playground,Chicago_Park_Facility_531,Chicago_Park_287,"c(445481.369147007, 4614566.52471262)",7355,7220
543,5,CORNELL (PAUL) SQUARE,Playground,OUTDOOR,1971,Cornell Square Park,"1809 W 50th St Chicago, IL 60609",Chicago_Ward_20,Cornell Square Park - Playground,Chicago_Park_Facility_543,Chicago_Park_5,"c(444323.847446993, 4628002.73316797)",7362,7222
549,176,COSME (MARGARET),Playground,OUTDOOR,1977,Cosme Park,"2100 W 91st St Chicago, IL 60620",Chicago_Ward_19,Cosme Park - Playground,Chicago_Park_Facility_549,Chicago_Park_176,"c(444430.653788053, 4619717.41068859)",7374,7275
553,480,COTTON TAIL,Playground,OUTDOOR,1981,Cotton Tail Park,"44 W 15th St Chicago, IL 60616",Chicago_Ward_3,Cotton Tail Park - Playground,Chicago_Park_Facility_553,Chicago_Park_480,"c(447776.98993852, 4634657.87077167)",7337,7271
554,416,COTTONWOOD,Playground Park,OUTDOOR,1982,Cottonwood Park,"5058 W West End Ave Chicago, IL 60644",Chicago_Ward_28,Cottonwood Park - Playground Park,Chicago_Park_Facility_554,Chicago_Park_416,"c(437560.973351653, 4637111.40332307)",7329,7298
558,131,CRAGIN,Playground,OUTDOOR,1986,Cragin Park,"2611 N Lockwood Ave Chicago, IL 60639",Chicago_Ward_31,Cragin Park - Playground,Chicago_Park_Facility_558,Chicago_Park_131,"c(437113.063453129, 4642109.19776776)",7322,7297
563,359,CRAWFORD (PETER),Playground Park,OUTDOOR,1991,Crawford Park,"1516 S Karlov Ave Chicago, IL 60623",Chicago_Ward_24,Crawford Park - Playground Park,Chicago_Park_Facility_563,Chicago_Park_359,"c(439600.921545587, 4634498.70428699)",7333,7210
567,47,CRESCENT,Playground,OUTDOOR,1995,Crescent Park,"2230 W 108th Pl Chicago, IL 60643",Chicago_Ward_19,Crescent Park - Playground,Chicago_Park_Facility_567,Chicago_Park_47,"c(443688.425390477, 4616378.45601058)",7377,7227
614,390,D'ELIA (AILEEN),Playground Park,OUTDOOR,2042,D'Elia Park,"6340 N Lakewood Ave Chicago, IL 60660",Chicago_Ward_48,D'Elia Park - Playground Park,Chicago_Park_Facility_614,Chicago_Park_390,"c(445059.360092325, 4649716.92383096)",7379,7237
590,14,DAVIS (DR. NATHAN) SQUARE,Playground,OUTDOOR,2018,Davis (Nathan) Square Park,"4430 S Marshfield Ave Chicago, IL 60609",Chicago_Ward_15,Davis (Nathan) Square Park - Playground,Chicago_Park_Facility_590,Chicago_Park_14,"c(444596.168648214, 4629183.34523059)",7362,7222
593,1092,DAVIS (MARGARET),Playground Park,OUTDOOR,2021,Davis (Margaret) Park,"5427 W Division St Chicago, IL 60651",Chicago_Ward_37,Davis (Margaret) Park - Playground Park,Chicago_Park_Facility_593,Chicago_Park_1092,"c(436781.651522395, 4639172.85168403)",7329,7298
604,239,DAWES (CHARLES G.),Playground,OUTDOOR,2032,Dawes Park,"8040 S Damen Av Chicago, IL 60620",Chicago_Ward_18,Dawes Park - Playground,Chicago_Park_Facility_604,Chicago_Park_239,"c(443988.775684, 4621928.07306542)",7373,7274
2203,554,DE BURGOS (JULIA),Playground,OUTDOOR,3631,De Burgos Park,"1805 N Albany Ave Chicago, IL 60647",Chicago_Ward_1,De Burgos Park - Playground,Chicago_Park_Facility_2203,Chicago_Park_554,"c(441553.216379627, 4640464.1387506)",7326,7217
